cobalto-a;;
1374;0,8103327751;
1373;0,8105458617;
1372;0,8106185794;
1371;0,8110039234;
1370;0,8108131289;
1369;0,8109926581;
1368;0,811295867;
1367;0,8112661242;
1366;0,8115444183;
1365;0,8117268682;
1364;0,8114970922;
1363;0,8113566041;
1362;0,8108005524;
1361;0,8107658029;
1360;0,8103372455;
1359;0,8098852634;
1358;0,8093895912;
1357;0,8085309267;
1356;0,8081365228;
1355;0,8077371716;
1354;0,8072690964;
1353;0,8067774773;
1352;0,8063955903;
1351;0,8061714172;
1350;0,8056902289;
1349;0,8055896163;
1348;0,8054641485;
1347;0,8053382039;
1346;0,8050237894;
1345;0,804979682;
1344;0,8053552508;
1343;0,8051409125;
1342;0,8054272532;
1341;0,80546242;
1340;0,8054557443;
1339;0,8055846095;
1338;0,8057228327;
1337;0,8059332967;
1336;0,8061537743;
1335;0,8058800697;
1334;0,8063844442;
1333;0,806676507;
1332;0,8068947792;
1331;0,8069292903;
1330;0,8068039417;
1329;0,8071482778;
1328;0,807307899;
1327;0,8075987697;
1326;0,8076781631;
1325;0,8078593612;
1324;0,8078452945;
1323;0,8081404567;
1322;0,8084129095;
1321;0,8085144758;
1320;0,8086000085;
1319;0,8088732958;
1318;0,8091664314;
1317;0,8092671037;
1316;0,8096371293;
1315;0,8096942306;
1314;0,8098300695;
1313;0,8100857139;
1312;0,8103291392;
1311;0,8104528189;
1310;0,8104545474;
1309;0,8106272817;
1308;0,810793519;
1307;0,811023891;
1306;0,8111113906;
1305;0,8111078739;
1304;0,8113178015;
1303;0,8114883304;
1302;0,8115898967;
1301;0,8115633726;
1300;0,8116068244;
1299;0,8115608692;
1298;0,8117522597;
1297;0,811763823;
1296;0,8120102882;
1295;0,8120959997;
1294;0,8122372031;
1293;0,8121041656;
1292;0,8123056889;
1291;0,8121261597;
1290;0,8120530844;
1289;0,8124851584;
1288;0,8124945164;
1287;0,8123195767;
1286;0,8125631809;
1285;0,8126391768;
1284;0,8125997782;
1283;0,8127347231;
1282;0,813075006;
1281;0,8131219149;
1280;0,8133521676;
1279;0,8132312894;
1278;0,8131963015;
1277;0,8133433461;
1276;0,8133153319;
1275;0,8133401871;
1274;0,8135970235;
1273;0,8136841059;
1272;0,8136410713;
1271;0,8137541413;
1270;0,8138665557;
1269;0,8139226437;
1268;0,8139739633;
1267;0,8140861392;
1266;0,8140750527;
1265;0,8141587377;
1264;0,8141490817;
1263;0,8144420385;
1262;0,8141840696;
1261;0,8142861128;
1260;0,8145937324;
1259;0,8144692183;
1258;0,8145668507;
1257;0,8147419691;
1256;0,8146778941;
1255;0,8149689436;
1254;0,8147432804;
1253;0,8148354292;
1252;0,8149009943;
1251;0,8151013851;
1250;0,8150116801;
1249;0,8148722053;
1248;0,8149332404;
1247;0,815104425;
1246;0,8151592016;
1245;0,8151492476;
1244;0,8152569532;
1243;0,815104723;
1242;0,8152197599;
1241;0,8153221607;
1240;0,815261066;
1239;0,8154260516;
1238;0,8153038621;
1237;0,815320313;
1236;0,8157369494;
1235;0,815688014;
1234;0,8155086637;
1233;0,8157498837;
1232;0,8158504963;
1231;0,8158735633;
1230;0,8158084154;
1229;0,8157176375;
1228;0,8159508109;
1227;0,8160719275;
1226;0,8159739971;
1225;0,8160871863;
1224;0,8162692189;
1223;0,8162684441;
1222;0,8161748648;
1221;0,8164286613;
1220;0,8163946271;
1219;0,8162356019;
1218;0,8167766333;
1217;0,8164324164;
1216;0,8165382743;
1215;0,8167008758;
1214;0,8167372346;
1213;0,8166548014;
1212;0,8169906735;
1211;0,8171616197;
1210;0,8170595169;
1209;0,8172959685;
1208;0,8170247078;
1207;0,8173216581;
1206;0,8173647523;
1205;0,8172146082;
1204;0,817293942;
1203;0,8175773025;
1202;0,8176183701;
1201;0,8178822994;
1200;0,817851007;
1199;0,8051364422;
1198;0,8042272329;
1197;0,8038604856;
1196;0,8036801219;
1195;0,8035012484;
1194;0,8030953407;
1193;0,8031362295;
1192;0,8026903272;
1191;0,8027074337;
1190;0,8021813631;
1189;0,8021180034;
1188;0,8018913865;
1187;0,8018676639;
1186;0,8015501499;
1185;0,8010988832;
1184;0,801045537;
1183;0,8009062409;
1182;0,8008931875;
1181;0,8005479574;
1180;0,8004088402;
1179;0,7999823689;
1178;0,7998673916;
1177;0,7995534539;
1176;0,7993818521;
1175;0,7991623282;
1174;0,7989675403;
1173;0,7986115813;
1172;0,7985991836;
1171;0,7982656956;
1170;0,7979468107;
1169;0,7977496386;
1168;0,7975024581;
1167;0,7973083258;
1166;0,7972115278;
1165;0,796972692;
1164;0,7968170047;
1163;0,7963766456;
1162;0,7963377237;
1161;0,7962474227;
1160;0,7956652641;
1159;0,7954741716;
1158;0,7953407168;
1157;0,7953211069;
1156;0,7948530316;
1155;0,7945565581;
1154;0,7941728234;
1153;0,7939380407;
1152;0,793847084;
1151;0,7934627533;
1150;0,7933703661;
1149;0,793007493;
1148;0,7927171588;
1147;0,7922728062;
1146;0,7921311259;
1145;0,792029798;
1144;0,7917991281;
1143;0,7912505865;
1142;0,7910788655;
1141;0,7906296849;
1140;0,7905394435;
1139;0,7904961109;
1138;0,7900298834;
1137;0,7897141576;
1136;0,7893679142;
1135;0,7891451716;
1134;0,7886878252;
1133;0,7887336016;
1132;0,7884148359;
1131;0,7879770994;
1130;0,7877236009;
1129;0,787476778;
1128;0,787201941;
1127;0,7867914438;
1126;0,7864199281;
1125;0,7863217592;
1124;0,7859479189;
1123;0,7855777144;
1122;0,785223484;
1121;0,7847719193;
1120;0,784515202;
1119;0,7842901945;
1118;0,7837843299;
1117;0,7835760713;
1116;0,7831403017;
1115;0,7828806043;
1114;0,7825996876;
1113;0,782055676;
1112;0,7820385098;
1111;0,781719625;
1110;0,7810745239;
1109;0,7806973457;
1108;0,7806123495;
1107;0,7802165747;
1106;0,7799344063;
1105;0,7795678377;
1104;0,7791846991;
1103;0,7790014744;
1102;0,7787259817;
1101;0,7785575986;
1100;0,7781211734;
1099;0,7777560949;
1098;0,7774161696;
1097;0,7774168253;
1096;0,7770392895;
1095;0,7767755389;
1094;0,7763776779;
1093;0,7761587501;
1092;0,7758377194;
1091;0,7755908966;
1090;0,7751784921;
1089;0,7751536369;
1088;0,7748509645;
1087;0,7743611336;
1086;0,7743603587;
1085;0,7737868428;
1084;0,7737614512;
1083;0,7736064196;
1082;0,7732519507;
1081;0,7731618881;
1080;0,7728088498;
1079;0,7724505663;
1078;0,77225703;
1077;0,7719830871;
1076;0,7717385888;
1075;0,7716416717;
1074;0,7713788748;
1073;0,7711756229;
1072;0,7708121538;
1071;0,7708153129;
1070;0,770418942;
1069;0,7703533173;
1068;0,7700650692;
1067;0,7699365616;
1066;0,7699577808;
1065;0,769718051;
1064;0,7692402005;
1063;0,7694777846;
1062;0,769174099;
1061;0,7694832087;
1060;0,7691830993;
1059;0,7688012719;
1058;0,7687602639;
1057;0,7686958313;
1056;0,76856637;
1055;0,7683787346;
1054;0,7682461739;
1053;0,7681835294;
1052;0,7681962848;
1051;0,768194437;
1050;0,7679681182;
1049;0,7678594589;
1048;0,7682651877;
1047;0,7680765986;
1046;0,768070817;
1045;0,7681279182;
1044;0,7682659626;
1043;0,7680434585;
1042;0,7681411505;
1041;0,7681267262;
1040;0,768456161;
1039;0,7682652473;
1038;0,7685571909;
1037;0,7686548829;
1036;0,7686877847;
1035;0,7690428495;
1034;0,7691303492;
1033;0,7693921328;
1032;0,7696267366;
1031;0,7697301507;
1030;0,7699363232;
1029;0,7702105045;
1028;0,7705407739;
1027;0,7705913782;
1026;0,7711126208;
1025;0,7712131143;
1024;0,7715491652;
1023;0,7718099952;
1022;0,7721731067;
1021;0,7728438973;
1020;0,7732709646;
1019;0,7735227942;
1018;0,7739545107;
1017;0,7742112279;
1016;0,7747799754;
1015;0,7755201459;
1014;0,7759316564;
1013;0,7768334746;
1012;0,777345717;
1011;0,7779534459;
1010;0,778593123;
1009;0,7791445255;
1008;0,7799587846;
1007;0,7806754708;
1006;0,7814696431;
1005;0,7822399735;
1004;0,7828581333;
1003;0,783768177;
1002;0,7842658758;
1001;0,7853780985;
1000;0,7859511375;
999;0,7867623568;
998;0,7875689864;
997;0,7873033285;
996;0,7869921327;
995;0,7867915034;
994;0,7863135338;
993;0,7862304449;
992;0,7858291268;
991;0,7852694988;
990;0,7850144506;
989;0,7848752737;
988;0,7847821116;
987;0,7844715714;
986;0,7842291594;
985;0,78403759;
984;0,7836668491;
983;0,7835600376;
982;0,7833255529;
981;0,7834079266;
980;0,7828020453;
979;0,7827218175;
978;0,7827737927;
977;0,7827866077;
976;0,7824793458;
975;0,7822416425;
974;0,7822890282;
973;0,7822130919;
972;0,7818573713;
971;0,7817854285;
970;0,781829834;
969;0,7815281749;
968;0,781509757;
967;0,7815461159;
966;0,7814828157;
965;0,7813965678;
964;0,781304121;
963;0,781198144;
962;0,7812516689;
961;0,7809550762;
960;0,7812710404;
959;0,7810214758;
958;0,7813122272;
957;0,7811458111;
956;0,7814189196;
955;0,7811746597;
954;0,7814517617;
953;0,7812461853;
952;0,7811763883;
951;0,7813410163;
950;0,7811301351;
949;0,7809389234;
948;0,7808998227;
947;0,7809436321;
946;0,7809804082;
945;0,7809263468;
944;0,7806729674;
943;0,7806067467;
942;0,7811090946;
941;0,7811704278;
940;0,7806658745;
939;0,7813031673;
938;0,7805795074;
937;0,7809559703;
936;0,7810064554;
935;0,7811249495;
934;0,7810975909;
933;0,7813946605;
932;0,7810629606;
931;0,7815884948;
930;0,7811354399;
929;0,7813726664;
928;0,7819238901;
927;0,7818840742;
926;0,7823742628;
925;0,781875968;
924;0,7815476656;
923;0,7820056677;
922;0,7825863957;
921;0,782694757;
920;0,7819407582;
919;0,7829636931;
918;0,7824116349;
917;0,7831869721;
916;0,7839565277;
915;0,7841509581;
914;0,7839639187;
913;0,7842905521;
912;0,7843163013;
911;0,7844082117;
910;0,7846013904;
909;0,7854126096;
908;0,7846337557;
907;0,7851827145;
906;0,7855291367;
905;0,7856022716;
904;0,7856202722;
903;0,7853700519;
902;0,7870447636;
901;0,7866213918;
900;0,7863551974;
899;0,7878032327;
898;0,7866846919;
897;0,7870035768;
896;0,7879980206;
895;0,7875383496;
894;0,7879013419;
893;0,7882888317;
892;0,7883256078;
891;0,7890123725;
890;0,7892405391;
889;0,7897897959;
888;0,7892599106;
887;0,7909092903;
886;0,790612042;
885;0,790949285;
884;0,7918237448;
883;0,7904418707;
882;0,790694952;
881;0,7920430899;
880;0,7923911214;
879;0,7922313809;
878;0,7931665182;
877;0,7945634723;
876;0,794531703;
875;0,7932414412;
874;0,7949108481;
873;0,794694066;
872;0,7951359153;
871;0,793879509;
870;0,7965681553;
869;0,7950507402;
868;0,7971722484;
867;0,7964179516;
866;0,7971758246;
865;0,7974818945;
864;0,7974752784;
863;0,801099062;
862;0,7987012863;
861;0,800447762;
860;0,7997366786;
859;0,8007801175;
858;0,801992476;
857;0,7997031808;
856;0,7981525064;
855;0,8013250232;
854;0,8045353293;
853;0,8031719923;
852;0,8042116761;
851;0,8025795817;
850;0,8039082289;
849;0,8045538068;
848;0,8036690354;
847;0,8047183752;
846;0,8048353791;
845;0,8055566549;
844;0,8057620525;
843;0,8094501495;
842;0,8063189983;
841;0,8024814129;
840;0,8063690662;
839;0,8050170541;
838;0,8072243929;
837;0,8078159094;
836;0,8101220727;
835;0,8118446469;
834;0,8086299896;
833;0,8115235567;
832;0,8143879175;
831;0,8070290089;
830;0,8151153922;
829;0,813845098;
828;0,8153524995;
827;0,8178065419;
826;0,8145055771;
825;0,8166639805;
824;0,8184015751;
823;0,8139051199;
822;0,8186391592;
821;0,8175961375;
820;0,8135592341;
819;0,8201155663;
818;0,8230794668;
817;0,820222497;
816;0,8180306554;
815;0,8195437789;
814;0,8222153187;
813;0,8230088949;
812;0,8289344907;
811;0,8191508055;
810;0,8256448507;
809;0,8252302408;
808;0,8266418576;
807;0,8296862245;
806;0,8225069642;
805;0,8263489604;
804;0,8245239258;
803;0,8239281178;
802;0,8344830275;
801;0,82714504;
800;0,8417854309;
799;0,7707130909;
798;0,771678865;
797;0,7735833526;
796;0,7746760249;
795;0,776915133;
794;0,7764267921;
793;0,7766777873;
792;0,7770693302;
791;0,7797868848;
790;0,7790456414;
789;0,7772114277;
788;0,7815833688;
787;0,7814918756;
786;0,7809313536;
785;0,7806932926;
784;0,7840217948;
783;0,7832627296;
782;0,7844716311;
781;0,7846975923;
780;0,7868443727;
779;0,7874435782;
778;0,7877600193;
777;0,7882983685;
776;0,7889356613;
775;0,7878463268;
774;0,789688468;
773;0,7901880145;
772;0,7903571129;
771;0,7914116979;
770;0,7917000651;
769;0,7919474244;
768;0,7934480906;
767;0,7936291695;
766;0,7946226001;
765;0,7958232164;
764;0,7968567014;
763;0,795119822;
762;0,7962757945;
761;0,7985772491;
760;0,7977059484;
759;0,7995795608;
758;0,7988595366;
757;0,8003504872;
756;0,8011104465;
755;0,802285254;
754;0,8009040952;
753;0,8025272489;
752;0,8024386168;
751;0,8034855127;
750;0,8043926358;
749;0,8064876795;
748;0,8045268655;
747;0,8061190248;
746;0,806214571;
745;0,8062596321;
744;0,8076437116;
743;0,8068850636;
742;0,8084946275;
741;0,8080965281;
740;0,8091154099;
739;0,8088994026;
738;0,8094683886;
737;0,8105227351;
736;0,8104975224;
735;0,8122873902;
734;0,8118063211;
733;0,8114624023;
732;0,812283814;
731;0,8125379086;
730;0,8132436872;
729;0,812576592;
728;0,8141409159;
727;0,813924551;
726;0,8157980442;
725;0,8140941858;
724;0,8154968619;
723;0,8168814182;
722;0,8169968724;
721;0,8163423538;
720;0,8178933859;
719;0,816824317;
718;0,8183322549;
717;0,8177911043;
716;0,8186959028;
715;0,8189091086;
714;0,8196464777;
713;0,8188415766;
712;0,8205819726;
711;0,8201786876;
710;0,8217158914;
709;0,8210090995;
708;0,8218142986;
707;0,8202499747;
706;0,821850419;
705;0,8219786286;
704;0,822529912;
703;0,8229072094;
702;0,8235765696;
701;0,8235573173;
700;0,8235149384;
699;0,8239090443;
698;0,8249282241;
697;0,8243575692;
696;0,8259654045;
695;0,826549232;
694;0,8267228603;
693;0,8267092109;
692;0,8271402121;
691;0,8270374537;
690;0,8277717233;
689;0,8286404014;
688;0,8282147646;
687;0,8288272023;
686;0,8292148709;
685;0,8292424083;
684;0,8307898641;
683;0,8308035135;
682;0,8316153884;
681;0,8318886161;
680;0,8318251371;
679;0,832795918;
678;0,8322569728;
677;0,8326522708;
676;0,8344402313;
675;0,8342707753;
674;0,8355053067;
673;0,8351106644;
672;0,8360368013;
671;0,8363607526;
670;0,8375038505;
669;0,8378665447;
668;0,8380061984;
667;0,8385258913;
666;0,8392064571;
665;0,8396625519;
664;0,8405409455;
663;0,8408380747;
662;0,8415575027;
661;0,8421114087;
660;0,8436870575;
659;0,8434599042;
658;0,8440388441;
657;0,8450067639;
656;0,8454553485;
655;0,8461064696;
654;0,8469012976;
653;0,8475368619;
652;0,8483020663;
651;0,8488816619;
650;0,8501598239;
649;0,8510042429;
648;0,8519846201;
647;0,8525012732;
646;0,8530855179;
645;0,8542643189;
644;0,8549036384;
643;0,8561828136;
642;0,8561908007;
641;0,8569342494;
640;0,857729435;
639;0,8589262366;
638;0,8596217632;
637;0,859562993;
636;0,8611527681;
635;0,861581862;
634;0,8635493517;
633;0,8629342318;
632;0,8631568551;
631;0,8650031686;
630;0,8663266897;
629;0,8669323325;
628;0,8678386807;
627;0,8672693968;
626;0,8686001301;
625;0,8696582913;
624;0,8702420592;
623;0,8708335161;
622;0,871373415;
621;0,8719792962;
620;0,8736665249;
619;0,8740121126;
618;0,8746404648;
617;0,8752296567;
616;0,8760052919;
615;0,876531601;
614;0,8769931793;
613;0,8779641986;
612;0,8783255219;
611;0,8795874715;
610;0,8799801469;
609;0,8807821274;
608;0,8818126917;
607;0,882088244;
606;0,8826588392;
605;0,883867085;
604;0,8845687509;
603;0,8852208257;
602;0,8860212564;
601;0,8872915506;
600;0,8878569007;
599;0,8888977766;
598;0,8897222877;
597;0,8914949894;
596;0,891246438;
595;0,8926080465;
594;0,8926448226;
593;0,8943278193;
592;0,8948125243;
591;0,8958637714;
590;0,8970907331;
589;0,8984524012;
588;0,8995640278;
587;0,9003941417;
586;0,9017882347;
585;0,902895093;
584;0,9029679298;
583;0,9039754868;
582;0,9056042433;
581;0,9069242477;
580;0,9076965451;
579;0,9097292423;
578;0,9114622474;
577;0,9120215178;
576;0,9146076441;
575;0,9157056212;
574;0,9170933366;
573;0,9185451269;
572;0,9203386307;
571;0,9216293693;
570;0,9235803485;
569;0,9235031009;
568;0,9251040816;
567;0,9263125658;
566;0,9290726781;
565;0,9302284718;
564;0,9316087365;
563;0,9333361983;
562;0,9350354075;
561;0,9376505613;
560;0,9375265837;
559;0,9399820566;
558;0,9413092732;
557;0,9431196451;
556;0,9441732764;
555;0,9450338483;
554;0,946390152;
553;0,9486462474;
552;0,949197948;
551;0,9499215484;
550;0,9513369799;
549;0,9523780346;
548;0,9539769888;
547;0,9545563459;
546;0,9542266726;
545;0,9566698074;
544;0,9566432238;
543;0,9572968483;
542;0,9587379098;
541;0,9596783519;
540;0,9606874585;
539;0,9610657096;
538;0,9610402584;
537;0,9614716172;
536;0,9622738957;
535;0,9635155201;
534;0,9631900787;
533;0,9639952779;
532;0,9647759199;
531;0,9657356143;
530;0,9651998878;
529;0,9661120772;
528;0,9682407975;
527;0,9668644071;
526;0,9689371586;
525;0,9678868651;
524;0,9685485959;
523;0,9680296779;
522;0,9676229358;
521;0,9684442282;
520;0,9685630202;
519;0,9701545238;
518;0,9694236517;
517;0,9701527953;
516;0,9702900648;
515;0,9702302814;
514;0,9698168635;
513;0,969676435;
512;0,9698502421;
511;0,9709703922;
510;0,970474124;
509;0,9703306556;
508;0,9717485905;
507;0,971329093;
506;0,9713580012;
505;0,9709172249;
504;0,9715788364;
503;0,9712807536;
502;0,9705415368;
501;0,970723331;
500;0,97033149;
499;0,9705388546;
498;0,9707673788;
497;0,9684531093;
496;0,9683641791;
495;0,9700501561;
494;0,9687590599;
493;0,9665284157;
492;0,9680916071;
491;0,967454493;
490;0,9668838978;
489;0,9651673436;
488;0,9648326635;
487;0,9641283751;
486;0,963564992;
485;0,9625433087;
484;0,9617394209;
483;0,9605748057;
482;0,9604212046;
481;0,959010601;
480;0,9606120586;
479;0,9583732486;
478;0,9578829408;
477;0,9558857083;
476;0,9569895864;
475;0,9550501108;
474;0,9551048875;
473;0,9535660744;
472;0,9533711672;
471;0,9534285069;
470;0,9527562857;
469;0,9521023035;
468;0,9515728354;
467;0,9497386217;
466;0,9501066208;
465;0,9507976174;
464;0,9485679269;
463;0,9482240081;
462;0,9488623142;
461;0,9471162558;
460;0,9483750463;
459;0,9476563334;
458;0,9463032484;
457;0,9463444352;
456;0,9468637705;
455;0,9471392632;
454;0,9454841614;
453;0,9459620118;
452;0,9467750788;
451;0,9467204213;
450;0,9462316632;
449;0,9478009939;
448;0,9457756877;
447;0,9478593469;
446;0,9479466081;
445;0,9477300048;
444;0,9482181668;
443;0,9493180513;
442;0,9490616322;
441;0,9495115876;
440;0,9492599368;
439;0,9499803782;
438;0,9523151517;
437;0,9505925775;
436;0,9506071806;
435;0,9516900182;
434;0,9529184103;
433;0,9533954859;
432;0,9548118114;
431;0,9549079537;
430;0,9552048445;
429;0,9562689662;
428;0,9556602836;
427;0,958782196;
426;0,957709074;
425;0,9606410265;
424;0,9604490399;
423;0,9607890844;
422;0,9609606862;
421;0,9608033895;
420;0,9649179578;
419;0,964938879;
418;0,9659699202;
417;0,9673320651;
416;0,9674994349;
415;0,9689050913;
414;0,9714803696;
413;0,9734185338;
412;0,9756705761;
411;0,9738176465;
410;0,9747125506;
409;0,9781918526;
408;0,9780545235;
407;0,9796245694;
406;0,9814098477;
405;0,9817871451;
404;0,9860841632;
403;0,9858481884;
402;0,9876258969;
401;0,9865144491;
400;0,9901841283;
399;0,9893526435;
398;0,9956602454;
397;0,994653523;
396;0,9955047369;
395;0,997600913;
394;1,000163913;
393;1,001676202;
392;0,9990906119;
391;1,000936031;
390;1,002191663;
389;1,001032591;
388;1,005407214;
387;1,008990169;
386;1,007481933;
385;1,012325764;
384;1,012798309;
383;1,013288021;
382;1,013514996;
381;1,016295075;
380;1,017844796;
379;1,015408874;
378;1,017277241;
377;1,0208987;
376;1,022922039;
375;1,023873568;
374;1,024815917;
373;1,023480535;
372;1,024463773;
371;1,026752591;
370;1,028334618;
369;1,030715823;
368;1,029521108;
367;1,030169606;
366;1,028895855;
365;1,033566952;
364;1,034614205;
363;1,034813643;
362;1,031158328;
361;1,037662268;
360;1,038004756;
359;1,036926031;
358;1,044406056;
357;1,039154768;
356;1,039821148;
355;1,036573052;
354;1,035812616;
353;1,039946318;
352;1,045084834;
351;1,041682482;
350;1,042116404;
349;1,06888032;
348;0,9920637012;
347;1,061157465;
346;1,045391917;
345;0,9612104893;
344;0,9759694338;
343;1,054094553;
342;1,021632433;
341;1,041929364;
340;1,010422111;
339;1,039960742;
338;1,066170335;
337;1,006031156;
336;1,042979121;
335;1,065771937;
334;1,094543338;
333;1,03419435;
332;1,03347528;
331;1,036966801;
330;1,03462708;
329;1,081474066;
328;1,015609622;
327;1,038365245;
326;0,9639371634;
325;0,9797512889;
324;1,03707552;
323;1,002184153;
322;0,9658535719;
321;1,029095054;
320;0,9852936268;
319;0,9912547469;
318;1,004665494;
317;1,037871957;
316;1,028669;
315;1,022313952;
314;1,011605144;
313;1,055004954;
312;0,9800819159;
311;1,012398481;
310;1,011993885;
309;0,9830002189;
308;1,007781982;
307;1,001331091;
306;1,043675661;
305;0,9565162063;
304;0,9968157411;
303;0,986725688;
302;0,9767148495;
301;0,989716053;
300;0,9989457726;
299;1,026455879;
298;0,9858461618;
297;0,9952888489;
296;0,9937463403;
295;0,9641182423;
294;0,963044107;
293;0,9930266142;
292;0,9454273582;
291;1,005666494;
290;0,9752115011;
289;0,9894723296;
288;0,9967557788;
287;0,9925062656;
286;0,9863244891;
285;0,9925336242;
284;0,9696993232;
283;0,9707604051;
282;0,9788857102;
281;0,949657917;
280;0,977864027;
279;0,9730899334;
278;0,9447978735;
277;0,9747346044;
276;1,004359365;
275;0,9547877908;
274;0,9747828245;
273;0,9534373283;
272;0,9402990937;
271;0,94802773;
270;0,9773304462;
269;0,9886267781;
268;0,9806467891;
267;0,9721796513;
266;0,9754989147;
265;0,9658519626;
264;0,9769054651;
263;0,9786350727;
262;0,9668233991;
261;0,9581804276;
260;0,9729210138;
259;0,9552571774;
258;0,9799686074;
257;0,9697568417;
256;0,9665167928;
255;0,9677206278;
254;0,9562081099;
253;0,9731624722;
252;0,9677174687;
251;0,9956490993;
250;0,9940680265;
249;0,9801222682;
248;0,9860252142;
247;0,9526074529;
246;0,9712136984;
245;0,9767866731;
244;0,9638679624;
243;0,9664170146;
242;0,9628564119;
241;0,9702385664;
240;0,9712886214;
239;0,9638187289;
238;0,9531646371;
237;0,9529812336;
236;0,9587777257;
235;0,9576191306;
234;0,9192085862;
233;0,9235979319;
232;0,9485378265;
231;0,9289110303;
230;0,9513102174;
229;0,9465665221;
228;0,9749361277;
227;0,9569625854;
226;0,9268787503;
225;0,9675904512;
224;0,912448585;
223;0,9660941362;
222;0,9165471792;
221;0,9242513776;
220;0,9875115752;
219;0,9358474612;
218;0,9652286172;
217;0,9415727854;
216;0,9420301914;
215;0,9465070963;
214;0,8998968005;
213;0,9059402347;
212;0,9072402716;
211;0,9307408333;
210;0,862303257;
209;0,8697261214;
208;0,9975203276;
207;0,9939303994;
206;1,181869745;
205;1,043547392;
204;0,8693924546;
203;0,9715769291;
202;0,971341908;
201;0,6776642799;
200;0,7919482589;

